date,usage_kwh,day_of_week,weekend,holiday,vacation,exam_period,temp_c,humidity_pct,wind_dir_deg,wind_speed_ms,pressure_local_hpa,pressure_sea_hpa,solar_rad_mj_m2,sunshine_sec,precip_mm,strong_wind_warning,strong_wind_advisory,dry_advisory,heavy_snow_warning,heavy_snow_advisory,tropical_night,typhoon_warning,typhoon_advisory,heat_wave_warning,heat_wave_advisory,cold_wave_warning,cold_wave_advisory,heavy_rain_warning,heavy_rain_advisory,yellow_dust_warning,obs_minutes
2025-08-19,311752.8,Tuesday,0,0,1,0,28.242569444444445,79.49229166666666,235.32604920237108,2.0702777777777777,1007.1699305555555,1011.6678472222222,18.23,20460.0,3.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1440
2025-08-20,308899.8,Wednesday,0,0,1,0,28.325833333333332,77.91895833333334,209.8639233915593,1.9627777777777777,1005.4134722222221,1009.8934027777777,20.61,25680.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1440
2025-08-21,313704.72,Thursday,0,0,1,0,28.808611111111112,74.77493055555556,238.22890120971542,1.6828472222222224,1005.8327777777778,1010.303888888889,22.84,36720.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1440
2025-08-22,311996.52,Friday,0,0,1,0,28.259930555555556,77.29708333333333,260.7605032972163,1.6513888888888888,1004.9191666666667,1009.4102083333333,24.15,40740.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1440
2025-08-23,282954.6,Saturday,1,0,1,0,28.247569444444444,79.83659722222222,233.24911396462875,1.593125,1006.1209027777778,1010.6088888888889,13.89,20040.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1440
2025-08-24,276008.4,Sunday,1,1,1,0,28.97722222222222,75.51090277777777,246.37852961445554,1.4456944444444446,1007.0854166666667,1011.5611805555557,21.59,32040.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1440
2025-08-25,319858.56,Monday,0,0,1,0,28.623902087832974,78.56097912167026,185.85522664741617,2.4388048956083512,1005.5463642908567,1010.0287976961843,15.58,15540.0,33.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1389
2025-08-26,297703.44,Tuesday,0,0,1,0,26.36856540084388,85.32925457102672,226.07728361135952,2.192334739803094,1004.0168776371308,1008.5224331926863,14.88,21240.0,19.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1422
2025-08-27,296151.84,Wednesday,0,0,1,0,26.135347222222222,76.2195138888889,220.26984116769952,1.2874305555555556,1006.7327083333334,1011.2821527777778,21.28,31500.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-08-28,300837.6,Thursday,0,0,1,0,27.220902777777777,75.19159722222221,172.94255519232783,2.166875,1007.6815972222222,1012.2127777777777,16.59,17460.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-08-29,315923.76,Friday,0,0,1,0,28.46479166666667,80.29597222222222,217.16294991170193,2.549236111111111,1008.7283333333334,1013.2286805555556,16.35,16320.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1440
2025-08-30,286823.16,Saturday,1,0,1,0,28.368541666666665,80.62465277777778,227.74088555051088,1.8606250000000002,1009.4585416666667,1013.9618055555555,17.36,24480.0,0.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1440
2025-08-31,270069.12,Sunday,1,1,1,0,27.391875000000002,80.18451388888889,194.80481007945895,1.84875,1005.5416666666666,1010.0690277777777,16.12,20880.0,1.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1440
2025-09-01,311887.08,Monday,0,0,0,0,25.626250000000002,87.90326388888889,188.39172086623046,2.1998611111111113,1001.6326388888889,1006.138125,7.04,2220.0,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-09-02,305714.88,Tuesday,0,0,0,0,25.467499999999998,76.48013888888889,273.79575164793187,1.3813194444444443,1004.8287499999999,1009.3763194444443,20.45,30540.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-09-03,308077.92,Wednesday,0,0,0,0,26.58548611111111,73.25194444444445,118.90301272215248,1.4736111111111112,1006.6313194444446,1011.1640277777777,21.64,33300.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-09-04,304499.88,Thursday,0,0,0,0,25.933055555555555,80.68430555555555,79.00586935465462,1.817013888888889,1005.7816666666668,1010.3183333333333,12.07,10740.0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-09-05,304106.04,Friday,0,0,0,0,27.146458333333335,72.08458333333334,132.60217513077106,1.9704861111111112,1005.5823611111111,1010.0964583333333,20.77,31740.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-09-06,268977.24,Saturday,1,0,0,0,25.82416666666667,88.68680555555555,179.84311528875833,2.1534722222222222,1003.7315972222223,1008.2473611111111,10.44,7020.0,20.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-09-07,251472.96,Sunday,1,1,0,0,24.55923611111111,84.89805555555556,244.90056630146643,1.806875,1003.5361111111112,1008.0725,11.61,4320.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-09-08,286254.0,Monday,0,0,0,0,23.258333333333333,80.15881944444445,208.08363176677565,1.3631250000000001,1006.5679166666667,1011.1414583333333,12.98,7740.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-09-09,282025.44,Tuesday,0,0,0,0,23.10736111111111,78.93965277777778,267.11880319220495,1.11625,1008.1763888888889,1012.755486111111,10.15,3180.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-09-10,278460.72,Wednesday,0,0,0,0,23.616319444444443,65.30465277777778,332.087108146551,1.4466666666666665,1008.5500694444445,1013.1488888888888,23.41,41940.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-09-11,276804.0,Thursday,0,0,0,0,24.076597222222226,58.2,87.49391244834543,2.097361111111111,1011.0704166666666,1015.6689583333334,23.23,39480.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-09-12,268317.0,Friday,0,0,0,0,23.02076388888889,67.183125,93.67076158085989,2.680902777777778,1009.2470138888889,1013.8469444444445,6.86,60.0,31.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1440
2025-09-13,244260.72,Saturday,1,0,0,0,22.715138888888887,82.84770833333333,34.45111073068069,1.7769444444444447,1001.8286111111111,1006.4029166666667,7.53,1260.0,52.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1440
2025-09-14,240514.92,Sunday,1,1,0,0,23.97548611111111,76.35875,268.5927262017251,1.0611805555555556,1006.9903472222223,1011.5565277777777,15.26,15960.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-09-15,286049.16,Monday,0,0,0,0,24.53875,77.016875,232.23861257950048,1.0593055555555557,1010.6654166666666,1015.2475,17.79,29700.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-09-16,288475.56,Tuesday,0,0,0,0,23.447083333333335,88.83493055555556,132.21457358941922,1.2816666666666665,1008.2755555555556,1012.8604861111112,7.65,2940.0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-09-17,283150.8,Wednesday,0,0,0,0,22.58125,93.85374999999999,207.25848634842365,1.526111111111111,1005.4686111111112,1010.0686111111112,2.51,0.0,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1440
2025-09-18,272848.68,Thursday,0,0,0,0,21.982152777777777,77.42180555555555,71.30459006599258,2.417638888888889,1010.7436111111111,1015.3763194444443,15.17,19920.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-09-19,254584.8,Friday,0,0,0,0,19.502291666666665,76.91361111111111,96.47610814263578,3.0122916666666666,1012.1404166666666,1016.8391666666666,4.8,0.0,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-09-20,230470.56,Saturday,1,0,0,0,19.566666666666666,84.75805555555556,317.92155687584125,1.6681249999999999,1004.9526388888889,1009.6093055555555,9.67,3660.0,72.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1440
2025-09-21,223749.0,Sunday,1,1,0,0,21.239722222222223,68.18270833333334,37.62154321146118,1.5720138888888888,1012.3516666666666,1017.0059027777778,20.56,38340.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-09-22,253638.36,Monday,0,0,0,0,21.27826388888889,59.485486111111115,98.6316516404932,2.823958333333333,1015.9932638888889,1020.6520138888889,13.29,11520.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-09-23,258210.0,Tuesday,0,0,0,0,22.105740609496813,55.640277777777776,95.62312910723128,2.8250694444444444,1014.3849305555556,1018.9955350815025,13.93,14580.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-09-24,263176.92,Wednesday,0,0,0,0,21.85,78.46291666666667,134.5500246485513,2.388263888888889,1009.4792361111112,1014.1093055555555,4.78,3840.0,20.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-09-25,253407.24,Thursday,0,0,0,0,21.713402777777777,84.00298611111111,242.13008596925067,1.0359722222222223,1013.0664583333333,1017.7244444444444,10.79,12480.0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-09-26,260217.72,Friday,0,0,0,0,20.45201388888889,82.54041666666666,236.79585432498573,1.037986111111111,1014.839375,1019.5051388888888,16.16,21120.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-09-27,233764.2,Saturday,1,0,0,0,21.626458333333332,75.51479166666667,102.30901589233585,1.533263888888889,1012.7947222222222,1017.4318055555556,13.67,18360.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-09-28,221552.64,Sunday,1,1,0,0,19.931944444444444,87.86951388888889,295.4298368424679,1.5139583333333333,1006.7881249999999,1011.4236111111111,5.21,2220.0,47.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-09-29,251633.16,Monday,0,0,0,0,19.455833333333334,74.34791666666666,274.21052407397684,1.3470833333333334,1008.3311111111111,1012.9911111111111,14.5,26520.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-09-30,250817.04,Tuesday,0,0,0,0,18.284861111111113,81.08840277777777,290.9781392701475,0.9215277777777777,1008.7409722222222,1013.4122222222223,8.73,3540.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-10-01,253783.08,Wednesday,0,0,0,0,19.466319444444444,76.6692361111111,273.0077992621691,1.3431944444444446,1009.4571527777778,1014.1211111111111,16.18,29700.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-10-02,249007.68,Thursday,0,0,0,0,20.30263888888889,75.01875,289.1881110246337,0.9212499999999999,1012.8697222222222,1017.53125,12.08,13920.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-10-03,219704.4,Friday,0,1,0,0,20.386111111111113,76.97083333333333,101.76132331629148,2.931388888888889,1011.677361111111,1016.3278472222223,7.0,180.0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-10-04,217040.4,Saturday,1,0,0,0,21.727638888888887,75.96243055555556,77.48660564241612,1.6555555555555554,1009.0659722222222,1013.6724305555556,5.73,540.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-10-05,213626.52,Sunday,1,1,0,0,21.16236111111111,90.33444444444444,154.4487574060657,0.7740972222222222,1009.6523611111111,1014.2529166666666,3.21,0.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-10-06,209551.68,Monday,0,1,0,1,18.545277777777777,89.53263888888888,85.17012390118076,2.4404861111111114,1010.8592361111112,1015.5580555555556,1.84,0.0,53.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-10-07,206270.28,Tuesday,0,1,0,1,18.649166666666666,91.38631944444444,67.85962408678516,1.89,1010.5600694444445,1015.2480555555555,4.23,0.0,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-10-08,214093.08,Wednesday,0,1,0,1,21.385277777777777,76.35229166666667,322.0487196104466,1.2473611111111111,1011.9504861111111,1016.5922916666666,17.39,35580.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-10-09,214375.32,Thursday,0,1,0,1,20.865347222222223,68.24673611111112,92.29743320059761,2.9590972222222223,1014.0777083333332,1018.7480555555555,7.49,780.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-10-10,226448.64,Friday,0,0,0,1,18.141111111111112,85.62819444444445,93.23258854623003,2.4608333333333334,1012.9253472222222,1017.6253472222222,2.28,0.0,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-10-11,220186.08,Saturday,1,0,0,1,21.377367688022286,84.44352367688022,192.55910516445215,2.17883008356546,1007.9522284122562,1012.5821030640668,8.39,4200.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1436
2025-10-12,210272.76,Sunday,1,1,0,1,19.195486111111112,84.76381944444444,176.85824883210483,1.950486111111111,1008.6940277777777,1013.3658333333334,4.94,600.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-10-13,236621.52,Monday,0,0,0,1,16.65798611111111,89.18881944444443,80.5951896232255,2.4052083333333334,1010.1886111111112,1014.9127777777777,2.11,0.0,31.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-10-14,237732.12,Tuesday,0,0,0,1,17.26673611111111,80.53527777777778,61.646920183585195,1.7927777777777778,1012.8225,1017.5519444444445,7.81,0.0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-10-15,245311.56,Wednesday,0,0,0,1,19.31125,76.808125,104.56213890870177,2.1811805555555557,1014.3230555555555,1019.0197916666667,13.3,19200.0,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-10-16,248045.76,Thursday,0,0,0,1,20.141319444444445,74.90013888888889,26.731827084530916,1.6880555555555556,1013.4938194444445,1018.1602777777778,13.53,26700.0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-10-17,242529.48,Friday,0,0,0,1,19.516388888888887,72.37944444444445,104.19580675950063,2.147222222222222,1016.3479861111111,1021.0427777777778,13.18,20700.0,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-10-18,211789.8,Saturday,1,0,0,1,15.716180555555555,86.95131944444444,304.52721186003583,1.999513888888889,1015.06625,1019.8323611111111,5.5,0.0,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-10-19,198491.4,Sunday,1,1,0,1,14.934375,73.39784722222223,289.42015651215695,2.2421527777777777,1018.9104861111111,1023.6925,14.32,25260.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-10-20,215141.76,Monday,0,0,0,1,10.147986111111111,63.64111111111111,301.55484547058603,2.3095833333333333,1022.9045833333334,1027.8011111111111,11.35,12300.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-10-21,217800.36,Tuesday,0,0,0,1,9.066875,65.03743055555555,297.3893768340263,1.64,1024.5641666666666,1029.4953472222223,9.41,10260.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-10-22,218345.04,Wednesday,0,0,0,1,11.976944444444444,74.43201388888889,345.6179838833525,1.1378472222222222,1023.66875,1028.5368055555555,12.1,21480.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-10-23,223740.72,Thursday,0,0,0,1,14.793125,74.413125,3.4982543853378565,1.3459027777777777,1022.3773611111111,1027.1877777777777,13.11,25440.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-10-24,220402.8,Friday,0,0,0,1,15.447847222222224,67.73597222222223,89.4055601907582,1.4904861111111112,1020.8993055555555,1025.6945833333334,13.58,26280.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-10-25,200757.96,Saturday,1,0,0,0,14.359652777777779,70.77194444444444,291.98306445414244,1.6160416666666666,1017.0191666666667,1021.7966666666666,11.5,20820.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-10-26,188567.28,Sunday,1,1,0,0,12.478526754690757,70.45705350938151,274.16470433207326,1.2412786657400974,1013.9601806810284,1018.7616400277971,5.34,3960.0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1439
2025-10-27,214631.64,Monday,0,0,0,0,7.9918055555555565,50.33479166666667,294.0226492173735,2.665347222222222,1017.3280555555555,1022.2494444444444,15.95,35160.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-10-28,218778.48,Tuesday,0,0,0,0,7.2288194444444445,59.49729166666667,277.59548730496397,1.2471527777777778,1022.8003472222222,1027.7554166666666,15.08,34500.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-10-29,218915.28,Wednesday,0,0,0,0,9.915357887421822,69.81174426685199,134.44617213267315,1.1799861014593467,1024.2362056984016,1029.1411396803337,13.78,29940.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1439
2025-10-30,218553.84,Thursday,0,0,0,0,11.097430555555555,72.32034722222222,223.73584466941082,0.9288888888888889,1020.9251388888889,1025.8141666666666,10.29,20940.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-10-31,216164.52,Friday,0,0,0,0,14.00361111111111,71.87722222222222,263.1536279435202,1.4077083333333333,1012.7809027777778,1017.56875,12.92,26460.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-11-01,193604.04,Saturday,1,0,0,0,12.65375,69.26541666666667,277.04580549156316,2.144375,1008.4020833333333,1013.1770833333334,13.75,29160.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-11-02,189931.68,Sunday,1,1,0,0,8.453055555555554,59.77229166666667,296.75672669085395,3.0777083333333333,1014.3247916666667,1019.2244444444444,13.72,29880.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1440
2025-11-03,230207.04,Monday,0,0,0,0,6.133055555555556,57.444374999999994,284.4756692871014,1.23125,1023.583611111111,1028.560763888889,14.45,35700.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1440
2025-11-04,229097.88,Tuesday,0,0,0,0,9.009930555555554,69.7142361111111,283.0923793212088,1.1458333333333333,1021.8745833333332,1026.7890972222222,13.23,33960.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-11-05,227019.24,Wednesday,0,0,0,0,10.13875,69.67298611111111,296.0722087927297,1.1409027777777778,1019.5892361111111,1024.4745833333332,13.05,31920.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-11-06,224595.72,Thursday,0,0,0,0,11.110069444444445,74.40756944444443,302.0198038863039,1.2277083333333334,1019.4247222222223,1024.294236111111,11.58,29220.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-11-07,220475.16,Friday,0,0,0,0,12.838888888888889,69.221875,351.06224768318475,1.2027777777777777,1019.6468055555555,1024.4640972222223,12.82,31200.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-11-08,197748.36,Saturday,1,0,0,0,14.132361111111111,67.51388888888889,79.01522095144652,1.601388888888889,1018.0596527777777,1022.8552083333333,4.9,180.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-11-09,192687.12,Sunday,1,1,0,0,12.975,66.67937500000001,280.053914816056,2.508958333333333,1012.2843055555555,1017.0740972222222,12.0,27420.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-11-10,227403.72,Monday,0,0,0,0,8.285069444444444,36.89138888888889,298.1943223747879,2.7510416666666666,1015.4315277777777,1020.3278472222223,12.42,26520.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-11-11,229874.76,Tuesday,0,0,0,0,7.58,61.02305555555555,285.2011345045555,1.2325694444444446,1018.2202083333334,1023.1420138888889,10.83,23100.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-11-12,228905.64,Wednesday,0,0,0,0,9.131388888888889,73.70104166666667,222.58390162064993,1.0252777777777777,1018.4599999999999,1023.3571527777779,12.73,33840.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-11-13,227241.0,Thursday,0,0,0,0,9.58375,73.28826388888889,264.6294551975065,1.4736111111111112,1014.930486111111,1019.8099305555556,10.61,26760.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-11-14,225185.04,Friday,0,0,0,0,7.647430555555555,63.18944444444445,270.8124448969009,1.5388194444444445,1016.422638888889,1021.3361111111111,12.99,34380.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-11-15,202357.44,Saturday,1,0,0,0,7.979722222222222,63.86493055555555,272.3619809485658,1.0627083333333334,1021.643125,1026.583472222222,12.48,31140.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-11-16,196998.12,Sunday,1,1,0,0,10.54361111111111,67.82506944444445,263.5045922465903,1.7436111111111112,1020.7166666666667,1025.5899305555556,11.91,30060.0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-11-17,242607.6,Monday,0,0,0,0,4.261597222222222,41.154513888888886,301.60466740513573,3.733402777777778,1024.0809722222223,1029.0885416666667,10.13,26520.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-11-18,254842.2,Tuesday,0,0,0,0,1.486875,48.156111111111116,299.2050322850931,2.040763888888889,1022.4850694444444,1027.53125,11.91,27960.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-11-19,254902.68,Wednesday,0,0,0,0,2.1206944444444447,56.79631944444444,274.6075855411744,1.265,1021.2926388888889,1026.328888888889,11.8,33180.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-11-20,245741.76,Thursday,0,0,0,0,6.720972222222223,64.24756944444445,231.3424488835577,2.0168055555555555,1019.1006249999999,1024.0421527777778,6.37,10680.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-11-21,240150.96,Friday,0,0,0,0,6.307499999999999,55.480625,256.3586104018542,1.5918055555555555,1020.56625,1025.533611111111,11.56,28980.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-11-22,209853.36,Saturday,1,0,0,0,8.990416666666667,61.834097222222226,142.38983490232644,1.5682638888888891,1020.388125,1025.2890972222222,9.56,24660.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-11-23,201304.44,Sunday,1,1,0,0,10.347222222222221,69.67548611111111,155.538424792967,1.8238194444444447,1017.0511111111111,1021.9118055555556,7.11,10320.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-11-24,231199.56,Monday,0,0,0,0,11.120708825573315,73.95371785962473,173.3724718660426,1.696455872133426,1012.3402362751912,1017.1794301598331,7.33,12900.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1439
2025-11-25,242339.04,Tuesday,0,0,0,0,7.029444444444445,75.73270833333333,282.5872256428072,2.5950694444444444,1010.8861111111111,1015.7883333333333,4.81,4140.0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-11-26,244487.52,Wednesday,0,0,0,0,5.533611111111111,69.00791666666666,261.64681868728474,0.9497222222222221,1019.5901388888889,1024.5572222222222,6.55,9300.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-11-27,247401.0,Thursday,0,0,0,0,5.157361111111111,76.89965277777777,230.04663288968644,2.9415972222222218,1010.858125,1015.7928472222222,2.43,1140.0,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-11-28,249809.04,Friday,0,0,0,0,2.2555555555555555,55.49930555555556,288.6943320159702,1.4408333333333334,1016.6640972222223,1021.6797916666666,11.47,33360.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-11-29,218754.0,Saturday,1,0,0,0,5.763680555555556,62.24930555555556,134.50574899258794,1.7735416666666668,1012.4690972222222,1017.40375,7.98,18660.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-11-30,204621.84,Sunday,1,1,0,0,11.59375,79.68381944444444,175.5494895939681,1.7838194444444444,1010.28875,1015.1052777777778,6.91,11400.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-12-01,243779.04,Monday,0,0,0,1,6.0784722222222225,53.094375,289.32493753475035,2.4714583333333335,1015.1638888888889,1020.1027777777778,11.21,33060.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-12-02,260916.84,Tuesday,0,0,0,1,1.0449305555555557,40.58222222222222,306.3466453383331,3.1204166666666664,1019.1616666666667,1024.2006944444445,9.36,28080.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-12-03,292408.2,Wednesday,0,0,0,1,-5.267777777777778,40.13118055555556,307.7024553637744,2.973888888888889,1021.522638888889,1026.7085416666666,9.6,23100.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-12-04,294271.56,Thursday,0,0,0,1,-3.5897916666666667,49.94680555555555,268.5475737163608,1.9890277777777776,1021.3467361111111,1026.5100694444445,11.11,31500.0,3.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1440
2025-12-05,284771.88,Friday,0,0,0,1,-2.837638888888889,54.56118055555556,287.92124353709823,1.5115277777777778,1023.1623611111112,1028.3050694444444,11.34,32760.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-12-06,242227.8,Saturday,1,0,0,1,2.775,64.41861111111112,127.09037977524245,1.9545833333333333,1015.8833333333333,1020.8739583333333,6.28,11700.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-12-07,225229.32,Sunday,1,1,0,1,7.156180555555555,78.42347222222223,210.76928380167084,1.8968055555555556,1015.0368055555556,1019.9469444444445,8.38,22740.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-12-08,264002.76,Monday,0,0,0,1,3.5748611111111113,44.01506944444444,295.6818416667461,2.1507638888888887,1022.0054166666667,1027.027361111111,11.1,32760.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-12-09,268646.76,Tuesday,0,0,0,1,1.5903472222222221,61.80944444444445,205.34208693340804,1.307013888888889,1023.1335416666667,1028.196875,9.97,24120.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2025-12-10,262799.64,Wednesday,0,0,0,1,4.368888888888889,76.97395833333333,136.41142969775598,1.2789583333333334,1019.8061111111111,1024.8011805555554,5.58,6540.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
