date,usage_kwh,day_of_week,weekend,holiday,vacation,exam_period,temp_c,humidity_pct,wind_dir_deg,wind_speed_ms,pressure_local_hpa,pressure_sea_hpa,solar_rad_mj_m2,sunshine_sec,precip_mm,strong_wind_warning,strong_wind_advisory,dry_advisory,heavy_snow_warning,heavy_snow_advisory,tropical_night,typhoon_warning,typhoon_advisory,heat_wave_warning,heat_wave_advisory,cold_wave_warning,cold_wave_advisory,heavy_rain_warning,heavy_rain_advisory,yellow_dust_warning,obs_minutes
2022-10-12,197399.52,Wednesday,0,0,0,1,12.471875,75.56583333333333,347.7559976785494,1.2524305555555555,1022.0834722222222,1026.927361111111,17.43,38520.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2022-10-13,204528.96,Thursday,0,0,0,1,15.646527777777777,73.4975,68.04273717692958,1.1759027777777777,1020.796111111111,1025.5759027777779,17.39,37920.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2022-10-14,205544.88,Friday,0,0,0,1,16.29048611111111,79.28222222222222,285.4945200481002,0.9854861111111111,1015.986875,1020.7172916666666,13.3,26400.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2022-10-15,191620.8,Saturday,1,0,0,1,17.518055555555556,75.41270833333334,266.66325497781804,0.9962473940236275,1014.708888888889,1019.41625,15.34,27300.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2022-10-16,183687.12,Sunday,1,1,0,1,17.166041666666665,79.420625,270.69958478743524,1.0434027777777777,1014.0165277777778,1018.7250694444446,5.8,2820.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2022-10-17,197789.04,Monday,0,0,0,1,12.072670375521557,50.18685674547983,303.8676642673441,3.3892906815020862,1015.496662030598,1020.321140472879,17.7,36840.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438
2022-10-18,200756.16,Tuesday,0,0,0,1,9.006319444444445,55.30993055555556,301.3445416868328,1.8964583333333334,1018.6246527777778,1023.5053472222222,17.14,37920.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2022-10-19,201127.68,Wednesday,0,0,0,1,9.464930555555556,61.66048611111111,299.8112902320446,1.2038888888888888,1021.7329861111111,1026.6321527777777,16.41,37860.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2022-10-20,199026.0,Thursday,0,0,0,1,11.701180555555556,72.408125,303.84597540173576,0.9765972222222222,1023.5090972222223,1028.3740972222222,15.96,37260.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2022-10-21,194662.8,Friday,0,0,0,1,12.932083333333335,74.26840277777778,283.36362892175765,1.0672916666666667,1020.4779861111111,1025.29875,13.36,30840.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2022-10-22,180336.24,Saturday,1,0,0,0,14.219444444444445,79.07541666666667,271.77166830880407,1.2842361111111111,1017.0404166666666,1021.8320833333333,14.44,32940.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2022-10-23,171599.04,Sunday,1,1,0,0,14.083541666666665,66.16694444444444,313.80141330447174,2.219874913134121,1014.7584722222222,1019.5328472222222,14.33,34740.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2022-10-24,199616.4,Monday,0,0,0,0,10.328851540616247,52.84933519944017,311.851849127732,2.338838348495451,1017.1766106442577,1022.0442967109867,15.51,36300.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1429
2022-10-25,202622.4,Tuesday,0,0,0,0,11.183077994428968,53.96190807799443,65.98530737934715,1.3248607242339834,1023.5300835654596,1028.4091225626742,15.46,37200.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1436
2022-10-26,199619.28,Wednesday,0,0,0,0,12.930833333333334,53.819097222222226,81.24788442749202,1.5463194444444444,1023.4930555555555,1028.3248611111112,12.77,26280.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2022-10-27,199532.16,Thursday,0,0,0,0,12.430277777777777,74.34618055555555,289.7531970013457,1.445138888888889,1021.3805555555556,1026.209861111111,13.47,34620.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2022-10-28,200041.92,Friday,0,0,0,0,13.033564975677553,80.51216122307157,239.2808875830484,1.0091035441278664,1021.7466296038915,1026.5760945100765,13.68,31080.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1439
2022-10-29,176327.28,Saturday,1,0,0,0,13.779708130646283,73.09951355107714,11.82093935133609,0.9863794301598333,1021.821125781793,1026.631619179986,13.54,33420.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1439
2022-10-30,167819.76,Sunday,1,1,0,0,13.991180555555555,70.31479166666666,135.1563153582676,1.0934027777777777,1020.9134027777778,1025.7214583333332,13.27,33300.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2022-10-31,197596.8,Monday,0,0,0,0,14.633125,69.26375,163.67821854220978,1.4996525364836693,1019.9255555555555,1024.7142361111112,13.16,30480.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2022-11-01,203770.08,Tuesday,0,0,0,0,12.811805555555555,83.25354166666668,273.41010025371395,1.316736111111111,1017.8920833333334,1022.7168750000001,10.16,21660.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2022-11-02,204097.68,Wednesday,0,0,0,0,10.009034051424601,61.86768589298124,266.6781316633212,1.2181375955524671,1016.9314801945795,1021.8027102154274,14.33,36120.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1439
2022-11-03,204556.32,Thursday,0,0,0,0,9.357967988865692,66.4652052887961,290.92291751604273,1.7027139874739041,1015.4672233820459,1020.3336812804454,5.31,5160.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1437
2022-11-04,212266.8,Friday,0,0,0,0,5.584513888888889,39.982638888888886,311.81592351059356,2.402638888888889,1019.084375,1024.0459027777779,14.35,36180.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2022-11-05,187125.12,Saturday,1,0,0,0,5.7434722222222225,52.458194444444445,251.06049550320188,1.2944444444444445,1021.1147222222222,1026.0800694444445,14.2,36420.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2022-11-06,176040.0,Sunday,1,1,0,0,8.602916666666667,62.84111111111111,214.79222306267422,1.1452777777777778,1020.3268055555557,1025.2330555555557,13.76,34920.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2022-11-07,203898.96,Monday,0,0,0,0,10.150902777777777,67.50006944444445,188.43172483016218,1.11,1019.056736111111,1023.9370833333332,8.77,19860.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2022-11-08,202015.44,Tuesday,0,0,0,0,12.012916666666666,73.68701388888888,292.2954231223113,1.0863888888888888,1020.3209027777779,1025.1644444444444,10.4,28740.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2022-11-09,203131.44,Wednesday,0,0,0,0,10.316458333333333,82.21201388888889,268.6228929027281,1.0059068797776234,1021.2529861111111,1026.1456944444444,9.91,20220.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2022-11-10,203135.76,Thursday,0,0,0,0,12.184930555555555,75.82631944444444,326.992513628895,0.7036805555555555,1020.4546527777777,1025.284236111111,10.31,28260.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2022-11-11,199476.72,Friday,0,0,0,0,14.351111111111111,67.94444444444444,156.76435762421357,1.1213888888888888,1020.7972916666668,1025.5984027777777,11.29,32700.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2022-11-12,184915.44,Saturday,1,0,0,0,15.720277777777778,80.124375,158.086923375999,1.562986111111111,1012.3444444444444,1017.0695833333333,6.41,10680.0,34.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2022-11-13,175610.16,Sunday,1,1,0,0,11.314444444444444,80.37708333333333,288.655985455423,2.182152777777778,1010.7983333333334,1015.5984027777778,2.63,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2022-11-14,202847.04,Monday,0,0,0,0,10.018150208623087,75.07746870653685,263.43808078486194,1.6674547983310155,1014.1550764951321,1019.0125173852573,8.3,18420.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438
2022-11-15,212666.4,Tuesday,0,0,0,0,7.251182197496523,81.92899860917942,167.91263137799683,1.0618915159944367,1012.9799721835883,1017.8802503477052,5.47,14760.0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438
2022-11-16,212360.4,Wednesday,0,0,0,0,8.253059805285117,71.94589707927678,299.4029665753212,1.216759388038943,1015.8546592489569,1020.746940194715,11.28,31740.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438
2022-11-17,208757.52,Thursday,0,0,0,0,9.634818941504179,69.27096100278553,158.4578889756024,0.9777700348432055,1019.5529247910863,1024.4443593314763,10.99,33000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1436
2022-11-18,203411.52,Friday,0,0,0,0,10.052573018080668,71.22218358831711,293.4671995012608,0.8632823365785814,1021.7582058414465,1026.6429068150208,11.43,33360.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438
2022-11-19,178215.12,Saturday,1,0,0,0,12.247426981919332,60.5932545201669,88.97191540630925,1.7306193458594294,1018.4257301808067,1023.260083449235,10.18,32280.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438
2022-11-20,172697.76,Sunday,1,1,0,0,12.885476025017374,67.92411396803335,294.99768352273384,1.1568450312717165,1015.5968033356498,1020.408617095205,11.01,32820.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1439
2022-11-21,203685.12,Monday,0,0,0,0,11.532708333333332,76.99076388888889,292.5421141187334,1.2871527777777778,1017.0649305555555,1021.8970138888889,8.27,18900.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2022-11-22,206667.36,Tuesday,0,0,0,0,10.574097222222223,74.82125,302.44011944727026,1.0061805555555556,1016.8219444444445,1021.6675,4.53,1140.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2022-11-23,205133.04,Wednesday,0,0,0,0,11.213778705636743,64.1375086986778,288.18457329219456,1.8741823242867084,1013.4759916492693,1018.2879610299235,10.72,29820.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1437
2022-11-24,205516.08,Thursday,0,0,0,0,9.09713055954089,67.8319225251076,270.7643752694864,0.8440459110473457,1016.7342180774749,1021.6208034433284,9.51,24300.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1394
2022-11-25,202464.0,Friday,0,0,0,0,10.469861111111111,71.05166666666666,161.80556461193257,1.762986111111111,1013.7802777777779,1018.619236111111,9.95,30300.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2022-11-26,188089.92,Saturday,1,0,0,0,6.798333333333334,68.04354166666667,293.1141658447351,2.145972222222222,1013.8884722222222,1018.8030555555555,10.71,32520.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2022-11-27,184490.64,Sunday,1,1,0,0,4.565646731571627,53.09993045897079,113.45597066908594,1.4496481626270523,1016.2859265050821,1021.2304143862392,10.33,30060.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438
2022-11-28,211028.4,Monday,0,0,0,1,11.219652777777778,69.65541666666667,121.42114804242652,1.977847222222222,1010.6261111111112,1015.4335416666667,4.21,7080.0,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2022-11-29,223214.4,Tuesday,0,0,0,1,7.457152777777777,70.01555555555557,307.457798665217,3.5707638888888886,1012.2004861111111,1017.0961111111111,4.8,5100.0,2.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1440
2022-11-30,260679.6,Wednesday,0,0,0,1,-5.061597222222222,52.30451388888889,310.64371891951896,3.941111111111111,1027.4146527777777,1032.6183333333333,11.35,33240.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1440
2022-12-01,268988.4,Thursday,0,0,0,1,-5.762013888888888,51.87125,324.7108435361058,1.6310416666666665,1027.75,1032.9847222222222,10.35,32340.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1440
2022-12-02,263177.28,Friday,0,0,0,1,-3.5717361111111114,57.30458333333334,270.2071560320019,1.1102083333333335,1026.0874305555556,1031.2577083333333,11.07,33180.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2022-12-03,221567.04,Saturday,1,0,0,1,1.9188194444444444,74.97854166666667,137.89855895038886,1.7013888888888888,1021.102361111111,1026.1547916666666,5.19,12420.0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2022-12-04,229799.52,Sunday,1,1,0,1,-3.3434722222222226,44.71715277777778,312.74026597121247,2.7818055555555556,1027.1389583333334,1032.3115972222222,6.21,4920.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2022-12-05,274731.84,Monday,0,0,0,1,-3.7460416666666667,45.080555555555556,308.85640170355884,1.8579166666666667,1025.6405555555555,1030.81,10.48,30660.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2022-12-06,267549.84,Tuesday,0,0,0,1,-1.2672222222222222,81.33805555555556,152.8104892658087,1.2909027777777777,1019.3177083333334,1024.4139583333333,6.7,19260.0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2022-12-07,249827.04,Wednesday,0,0,0,1,3.1269444444444447,78.06409722222223,268.7638198774564,1.7572916666666667,1018.8953472222222,1023.8936111111111,6.81,19320.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2022-12-08,247871.52,Thursday,0,0,0,1,1.4826388888888888,72.4075,290.1032027345229,0.8543055555555555,1021.6455555555556,1026.6890972222222,9.82,30900.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2022-12-09,239657.76,Friday,0,0,0,1,2.816666666666667,76.72826388888889,229.67553419869662,1.2378472222222223,1018.4417361111111,1023.458125,7.27,24360.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2022-12-10,215731.44,Saturday,1,0,0,1,0.32645833333333335,70.1048611111111,280.30990660231805,1.0404166666666668,1016.4753472222222,1021.5158333333334,6.05,15000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2022-12-11,203392.08,Sunday,1,1,0,1,0.2554861111111111,65.34027777777777,280.134514470961,1.2965948575399582,1018.8402083333333,1023.9046527777778,10.25,32460.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2022-12-12,242652.96,Monday,0,0,0,1,0.42715277777777777,83.98340277777778,182.01624852174103,1.32125,1016.2284027777777,1021.2766666666666,5.98,14760.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2022-12-13,248008.32,Tuesday,0,0,0,1,-0.12631944444444446,88.96944444444445,283.1932612372218,3.1425694444444447,1013.7253472222222,1018.7649305555556,3.86,6120.0,3.9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1440
2022-12-14,278664.48,Wednesday,0,0,0,1,-8.557569444444445,59.70916666666666,318.5760178342788,2.9282638888888886,1023.5050694444445,1028.7627083333334,10.14,32520.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1440
2022-12-15,273423.6,Thursday,0,0,0,1,-5.0008368200836815,87.10564853556485,122.17054779184909,1.8698047419804744,1020.4214086471409,1025.5928870292887,2.68,1380.0,3.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1434
2022-12-16,278606.16,Friday,0,0,0,1,-7.299375,67.174375,286.38199682268686,1.747361111111111,1026.0422222222223,1031.2821527777778,7.12,29100.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2022-12-17,249284.16,Saturday,1,0,1,0,-7.7515277777777785,62.56451388888888,311.2682662417325,1.9999305555555555,1021.4378472222222,1026.6782638888888,9.85,24540.0,0.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1440
2022-12-18,246695.04,Sunday,1,1,1,0,-10.43576388888889,59.919374999999995,291.481081953233,1.7711805555555555,1019.1541666666667,1024.4284722222221,10.8,32160.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1440
2022-12-19,292085.28,Monday,0,0,1,0,-8.563541666666667,69.738125,292.5478287449667,1.174375,1022.4059027777778,1027.6690972222223,9.0,25620.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1440
2022-12-20,277667.28,Tuesday,0,0,1,0,-5.130685131195335,71.63294460641399,130.2661873974668,1.4929300291545191,1022.6687317784257,1027.858163265306,10.69,30240.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1372
2022-12-21,265757.04,Wednesday,0,0,1,0,-0.3947222222222222,91.38944444444444,95.71535223922255,1.7755385684503127,1008.2161805555556,1013.2459722222222,2.58,720.0,4.1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1440
2022-12-22,285301.44,Thursday,0,0,1,0,-7.280833333333333,67.12451388888888,303.3747372981501,4.384375,1006.3434722222223,1011.483611111111,9.91,31260.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1440
2022-12-23,299229.12,Friday,0,0,1,0,-11.705972222222222,68.12125,311.03849162559123,4.128402777777778,1009.2592361111111,1014.514861111111,9.84,30240.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1440
2022-12-24,256589.28,Saturday,1,0,1,0,-9.663541666666667,63.021319444444444,292.659247746892,1.2686111111111111,1016.2897916666667,1021.5348611111111,10.49,33000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1440
2022-12-25,237639.6,Sunday,1,1,1,0,-7.098819444444444,78.81631944444445,290.5368528114921,1.178611111111111,1019.2806944444444,1024.4890972222222,10.67,32460.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2022-12-26,285385.68,Monday,0,0,1,0,-5.73875,77.41979166666667,274.73025064839464,0.9738888888888889,1021.8877777777777,1027.0845138888888,7.69,23700.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2022-12-27,277275.6,Tuesday,0,0,1,0,-4.3897916666666665,81.26395833333333,295.892270067688,1.0719444444444444,1024.726875,1029.9163194444445,10.07,31800.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2022-12-28,273273.12,Wednesday,0,0,1,0,-4.023888888888889,70.79104166666667,296.6622570537804,1.9716666666666665,1025.8615972222221,1031.0400694444445,10.61,30960.0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2022-12-29,275517.36,Thursday,0,0,1,0,-4.805,68.090625,240.19514066580868,1.0727083333333334,1028.3091666666667,1033.5242361111111,9.28,25860.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2022-12-30,260251.2,Friday,0,0,1,0,-3.191875,80.70486111111111,278.637802327021,1.4234027777777776,1027.585486111111,1032.7554166666666,10.46,29820.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2022-12-31,228240.0,Saturday,1,0,1,0,-2.980347222222222,79.44979166666667,121.47825206323684,0.8524305555555556,1026.5109027777778,1031.6711805555556,5.37,8400.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2023-01-01,216415.44,Sunday,1,1,1,0,-1.9851388888888888,65.78937499999999,297.38401762150414,1.8350694444444444,1026.2839583333332,1031.427986111111,11.14,32220.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2023-01-02,275137.92,Monday,0,0,1,0,-5.318333333333333,52.14736111111111,289.05659171906166,2.047986111111111,1027.9696527777778,1033.1803472222223,11.09,33060.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2023-01-03,280175.76,Tuesday,0,0,1,0,-6.168263888888888,62.414027777777775,275.52584512926205,1.4043055555555557,1026.3799999999999,1031.599861111111,11.01,33060.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2023-01-04,270679.68,Wednesday,0,0,1,0,-3.4243055555555557,70.07708333333333,284.2396807125778,1.1937456567060458,1026.1920833333334,1031.3686111111112,10.12,31620.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2023-01-05,269797.68,Thursday,0,0,1,0,-3.5939583333333336,79.95743055555555,296.56526068188873,0.7515972222222221,1026.4919444444445,1031.6765277777777,5.26,7800.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2023-01-06,258626.88,Friday,0,0,1,0,-1.2100694444444444,83.57895833333333,113.43061190785377,1.3111111111111111,1018.6261111111112,1023.7118750000001,8.01,20040.0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2023-01-07,223230.96,Saturday,1,0,1,0,0.770625,87.3411111111111,277.7521132160872,2.1902083333333335,1014.8134722222221,1019.8388888888888,7.01,18600.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2023-01-08,214038.0,Sunday,1,1,1,0,-0.31819444444444445,79.95180555555557,110.57050334653587,0.9386805555555556,1020.3947222222222,1025.4777777777779,9.49,25620.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2023-01-09,241052.4,Monday,0,0,1,0,2.6972916666666666,63.683194444444446,308.70809608382115,1.9034027777777778,1019.9104166666667,1024.9277777777777,9.76,28200.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2023-01-10,247412.16,Tuesday,0,0,1,0,-0.22993055555555558,71.98166666666667,268.96559472545044,0.9472916666666666,1024.2593055555556,1029.363472222222,10.85,31500.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2023-01-11,244450.08,Wednesday,0,0,1,0,0.08090277777777777,82.48798611111111,276.0914605046675,0.8404166666666667,1021.9185416666667,1027.006111111111,10.18,31380.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2023-01-12,234245.52,Thursday,0,0,1,0,4.054166666666666,64.530625,96.9989659866118,1.14,1018.0374305555555,1023.0083333333333,10.52,32820.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2023-01-13,220369.68,Friday,0,0,1,0,7.179583333333333,97.21416666666666,89.3817859680028,1.5361805555555554,1007.1001388888889,1011.9627777777777,1.2,0.0,25.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2023-01-14,199027.44,Saturday,1,0,1,0,5.156041666666667,99.64791666666666,166.07447407851546,1.2339124391938845,1009.1666666666666,1014.0787499999999,1.33,0.0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2023-01-15,206604.0,Sunday,1,1,1,0,-1.0651388888888889,99.24187500000001,250.013597904007,2.541736111111111,1013.7810416666666,1018.8473611111111,0.81,0.0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2023-01-16,264085.2,Monday,0,0,1,0,-4.882552271088681,68.9689978370584,279.546617590841,2.522710886806056,1020.6146359048306,1025.7884643114637,12.06,31140.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1387
2023-01-17,263928.96,Tuesday,0,0,1,0,-3.263187195546277,61.38566457898399,227.67782667179418,1.0196938065414056,1022.1989554317548,1027.34335421016,6.86,7680.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438
2023-01-18,255782.88,Wednesday,0,0,1,0,-1.8029186935371786,62.50576789437109,265.86300624226135,1.4289784572619877,1021.6299513551077,1026.742529534399,12.48,32280.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1439
2023-01-19,251571.6,Thursday,0,0,1,0,-0.5784464660601819,63.87263820853744,186.07894528233922,2.0303409881697982,1019.0219341275404,1024.1067927170868,9.21,21960.0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1437
2023-01-20,245499.12,Friday,0,0,1,0,-1.7419444444444445,49.72340277777778,274.42775120976705,3.553472222222222,1022.3177083333334,1027.4209027777779,12.51,31920.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2023-01-21,220117.68,Saturday,1,1,1,0,-4.364583333333333,51.30708333333333,238.69778768230242,1.2222916666666666,1026.0538194444443,1031.244375,11.81,31740.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2023-01-22,205285.68,Sunday,1,1,1,0,-0.06534722222222222,44.73375,92.03881380735261,1.810486111111111,1021.7204166666666,1026.795,4.56,1080.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2023-01-23,206732.16,Monday,0,1,1,0,-0.19847222222222222,63.84423611111111,275.3711318336458,2.317013888888889,1018.7994444444444,1023.8730555555555,10.44,27360.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1440
2023-01-24,248215.68,Tuesday,0,1,1,0,-12.727449617790132,44.50785267546908,292.59387438619285,4.968033356497568,1024.4018068102848,1029.7468380820014,13.66,33480.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1439
2023-01-25,303037.92,Wednesday,0,0,1,0,-11.274513888888889,40.22722222222222,243.41748816826993,1.7782638888888889,1026.280625,1031.594375,13.56,34380.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1440
2023-01-26,290528.64,Thursday,0,0,1,0,-5.912847222222222,76.76472222222222,91.78915592190722,1.4501388888888889,1019.5127083333334,1024.6855555555555,3.12,0.0,1.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1440
2023-01-27,288131.04,Friday,0,0,1,0,-7.178194444444444,55.254305555555554,290.2470619223073,3.306875,1018.4565277777778,1023.6547222222223,13.68,33300.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1440
2023-01-28,248838.48,Saturday,1,0,1,0,-5.787847222222222,48.77444444444444,260.1041716150294,1.9720833333333334,1017.9921527777777,1023.176875,11.9,28920.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1440
2023-01-29,229220.64,Sunday,1,1,1,0,-2.1404166666666664,58.580555555555556,193.61930269264343,2.5351388888888886,1014.8138888888889,1019.8925694444445,10.34,17700.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
2023-01-30,266402.16,Monday,0,0,1,0,-1.2996508379888267,50.507611731843575,267.1887271587012,1.82428670842032,1018.1271966527196,1023.6637569832402,13.06,33360.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1437
2023-01-31,249554.16,Tuesday,0,0,1,0,1.5611888111888113,65.90755244755245,162.2516684626988,2.17098121085595,1013.8120448179272,1018.8186713286713,11.61,31740.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1437
2023-02-01,247142.16,Wednesday,0,0,1,0,1.8627696590118303,67.67722841225627,274.35064590802995,2.7866481223922115,1014.5139275766016,1019.5150313152401,12.74,31500.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438
